OTU representative sequence,Seq no.,Kingdom,Phylum,Class,Subclass/Order,Family,Genus/Species,source ID,ML0100,ML0101,ML0102,ML0103,ML0104,ML0105,ML0106,ML0107,ML0108,ML0109,ML0110,ML0111,ML0112,ML0113,ML0114,ML0115,ML0116,ML0117,ML0127,ML0128,ML0129,ML0130,ML0131,ML0132,ML0133,ML0134,ML0135,ML0118,ML0119,ML0120,ML0121,ML0122,ML0123,ML0124,ML0125,ML0126,ML0136,ML0137,ML0138,ML0139,ML0140,ML0141,ML0142,ML0143,ML0144,ML0145,ML0146,ML0147,ML0148,ML0149,ML0150,ML0151,ML0152,ML0153
AJL8W:1643:2359,81,Animalia,Arthropoda,Ostracoda,,,,500?m,0,0,0,0,0,0,0,0,3,680,269,811,2111,2509,1262,3334,2214,3011,2,0,0,0,0,0,0,0,0,242,155,447,1652,1089,579,1544,707,1262,0,0,0,0,0,0,1,1,1,3,0,4,7,4,2,201,85,382
AJL8W:1324:3037,82,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,13,33,10,24,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,0
AJL8W:1713:1086,83,Animalia,Mollusca,Gastropoda,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,20,7,5,5,9,7,2,22,28,49,14,11,15,3,4,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CVN8E:455:2399,84,,,,,,,,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,76,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CVN8E:803:2395,85,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,0,51,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CVN8E:497:2661,86,Fungi,Ascomycota,,,,,SAP,0,0,2,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:1623:1899,87,Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris cf. perkinsi,NCBI/BOLD,0,0,0,0,0,0,0,0,0,0,0,0,13,15,21,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1
CVN8E:185:1206,88,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:590:728,89,Animalia,Mollusca,Bivalvia,Veneroida,,,SAP/500?m,3,7,8,134,7,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CVN8E:412:1763,90,Animalia,Porifera,,,,,NCBI/BOLD,47,114,59,18,13,93,45,165,29,539,88,331,40,22,18,49,25,17,12,34,26,49,9,18,12,16,28,7,15,11,25,34,47,10,0,6,38,65,53,23,11,4,46,44,32,2,12,38,5,0,11,5,3,5
CVN8E:1556:2228,91,Animalia,Mollusca,Gastropoda,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:1776:2702,92,Animalia,Porifera,Demospongiae,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,2,12,2
CVN8E:1696:2041,93,Animalia,Arthropoda,Malacostraca,Tanaidacea,Leptocheliidae,Leptochelia foresti,NCBI/BOLD,0,0,1,0,0,0,0,0,0,265,81,36,148,185,285,20,24,16,2,3,1,14,3,2,0,0,0,8,12,19,15,28,62,18,12,9,0,0,1,1,0,0,0,0,0,53,27,52,17,147,115,3,24,10
CVN8E:816:878,94,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Gobiesox,NCBI/BOLD,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0
CVN8E:228:1407,95,,,,,,,,0,0,0,0,0,0,0,0,0,4,0,0,0,140,34,61,61,3,0,0,0,0,0,0,0,0,0,0,4,0,4,6,10,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CVN8E:1163:2330,96,Animalia,Arthropoda,Malacostraca,,,,SAP,0,0,232,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:354:2374,97,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,2,12,0,1,0,0,0,0,0,0,0,0,0,0,2,7,2,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,18,1,0,2,7,1,1,13,3
CVN8E:351:416,98,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,,BOLD/2mm,0,1,6,1,2,1,0,9,746,1859,1584,1670,159,328,79,189,38,380,1,0,2,0,0,0,0,90,0,5,23,4,4,1,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CVN8E:1818:2966,99,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,0,14,0,59,199,29,30,0,28,0,0,0,0,0,0,0,0,0,0,6,2,14,49,11,10,11,57,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,23
AJL8W:30:1369,100,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:107:128,101,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,224,12,34,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:985:3078,102,Animalia,Arthropoda,Maxillopoda,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1177:1972,103,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1421:1980,104,Animalia,Arthropoda,Maxillopoda,Calanoida,,,SAP,2,0,0,0,0,0,0,1,0,3,1,5,5,12,7,8,2,5,12,37,18,19,13,16,23,7,9,61,102,149,210,38,61,52,70,27,0,0,1,0,0,0,0,0,0,1,1,2,5,1,7,0,1,2
CVN8E:788:2874,105,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,29,7,32,227
AJL8W:161:2056,106,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,20,70,13,1,8,13,0,0,0,0,0,0,1,0,0,0,0,0,231,639,138,155,83,263,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0
CVN8E:1177:1197,107,,,,,,,,3,5,24,32,7,8,9,7,10,0,0,0,0,0,0,0,0,0,63,47,51,111,46,45,24,14,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:1214:1762,108,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,7,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
CVN8E:666:876,109,,,,,,,,56,42,163,101,40,16,9,37,120,0,0,0,1,1,0,0,0,0,1,1,1,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AJL8W:309:1994,110,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gobiosoma ginsburgi,NCBI/BOLD,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,7,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1041:1069,111,Animalia,Mollusca,Bivalvia,Euheterodonta,Pharidae,Ensis directus,NCBI/BOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:1144:1693,112,,,,,,,,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,9,1,3,0,8,12,6,0,0,0,0,0,0,0,0,0
BN63R:670:1252,113,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,4,29,0,3,82,0,9,45
AJL8W:815:1211,114,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,11,19,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:1623:1437,115,Chromista,Myzozoa,Dinophyceae,,,,SAP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:488:1626,116,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0
CVN8E:710:1642,117,Animalia,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,NCBI/BOLD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:213:853,118,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:2106:2458,119,Animalia,Arthropoda,Pycnogonida,Pantopoda,,,SAP/500?m,0,0,0,153,0,0,0,0,20,17,42,107,240,54,5,24,33,48,0,0,0,14,0,0,0,0,2,3,2,17,2,0,1,11,6,5,0,0,0,0,0,0,0,0,1,0,1,5,0,0,1,2,3,1
AJL8W:890:2743,120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,17,16,35,6,2,0,6,5,15,0,3,2,10,4,3,6,33,26,4,4,1,0,1,0,1,0,12,0,0,0,8,3,13,3,9,2
AJL8W:588:1532,121,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1343:1706,122,Animalia,Arthropoda,Arachnida,,,,SAP,0,1,0,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,55,35,45,4,2,3,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:172:1110,123,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:658:1552,124,,,,,,,,0,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,6,21,8,1,4,0,3,1,2,0,0,0,0,0,0,0,0,0
AJL8W:1911:1726,125,,,,,,,,3,2,2,1,0,2,0,10,5,0,0,0,0,0,0,0,0,0,46,32,10,1026,189,205,79,819,294,0,0,0,0,0,1,0,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
BN63R:472:1558,126,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Ostrea equestris,NCBI/BOLD,0,0,0,0,0,0,0,0,0,3,17,4,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,6,4,39,2,0,1,3,1,2,0,3,0,0,0,0,0,0,0,88,1381,1774,37,680,75,265,205,167
CVN8E:1316:426,127,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0
AJL8W:777:1766,128,,,,,,,,0,2,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,12,4,3,9,4,12,7,16,7,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AJL8W:524:1035,129,Animalia,Annelida,,,,,500?m,5,3,22,0,8,2,9,118,11,64,4,123,7,0,19,5,0,102,5,2,10,0,0,0,16,20,10,4,3,11,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0
AJL8W:181:1333,130,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus mucronatus,NCBI/BOLD,3340,869,794,1561,2266,2012,1921,2774,494,55,46,13,107,24,28,2,0,0,31,23,89,84,173,61,130,146,61,5,7,7,5,0,0,2,2,1,74,4,45,15,17,6,25,17,15,1,0,0,2,0,0,0,0,2
AJL8W:215:1547,131,Animalia,Platyhelminthes,Turbellaria,,,,SAP/2mm,0,0,0,0,0,0,0,0,0,0,0,0,92,0,5,92,1,64,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2
CVN8E:1835:999,132,Animalia,Arthropoda,Malacostraca,Amphipoda,,,SAP/500?m,0,0,0,0,0,0,0,0,0,56,12,0,16,29,2,15,21,12,0,0,0,0,0,0,0,0,0,1,6,1,1,1,11,3,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
CVN8E:235:2116,133,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphipholis cf. squamata,NCBI/BOLD,1,0,0,0,0,0,1,0,0,258,12,1,717,1802,1683,19,83,415,1,0,0,0,0,0,0,0,0,25,62,78,169,27,203,5,6,30,3,0,0,5,0,0,0,0,1,0,3,0,343,62,47,1,6,15
AJL8W:892:2822,134,Animalia,Arthropoda,Arachnida,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,549,0,5,2,0,287,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AJL8W:1289:1623,135,Animalia,Arthropoda,Maxillopoda,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,10,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,79,14,1,2,0,0,0,0,0
AJL8W:1326:1034,136,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,1,0,0,1,164,1,2,2,1,1,0,0,0,0,0,0,0,0,24,78,130,227,92,205,97,108,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CVN8E:1175:2103,137,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CVN8E:1115:3331,138,Animalia,Annelida,Polychaeta,Phyllodocida,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,39,14,3,0,0,0,0,0,0,0,0,0,1,0,0,5,1,2,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,6,45,22
AJL8W:389:2691,139,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,55,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:796:1543,140,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,0,1,10,5
AJL8W:1167:2666,141,,,,,,,,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,271,2085,1143,0,44,0,65,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AJL8W:482:2156,142,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,105,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:932:1510,143,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,2,13,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1393:2971,144,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,4,2,2,0,1,2,2,0,0,1,2,0,0,0,0,0,28,27,91,21,31,34,32,44,11,1,0,0,0,0,0,1,0,0,12,3,18,17,27,20,37,17,15
BN63R:907:2324,145,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:347:1256,146,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,12,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:647:1033,147,Chromista,Ochrophyta,,,,,SAP,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,6,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0
AJL8W:751:1458,148,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
AJL8W:865:1495,149,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1677:1461,150,,,,,,,,26,3,8,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,242,807,1233,335,171,614,753,264,488,0,2,2,0,4,0,0,0,0,1,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
AJL8W:835:2932,151,,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0,2,3,2,0,0,0,0,0,0,0,0,0
CVN8E:1554:2660,152,,,,,,,,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,13,19,0,0,0,0,0,0,0,0,0
AJL8W:270:856,153,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,57,102,99,24,29,35,104,75,40,0,0,0,0,0,0,0,1,0,14,1,3,9,5,7,4,10,3
AJL8W:1330:1831,154,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,7,0,0,0,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1987:2604,155,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:1693:2535,156,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum psammatode,NCBI/BOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,0,0
CVN8E:1536:1676,157,Animalia,Arthropoda,Malacostraca,Amphipoda,,,SAP/500?m/2mm,850,1371,1835,1237,1032,640,1474,2083,4463,4,12,37,2,7,0,0,4,7,0,0,0,0,0,1,0,31,0,0,2,0,0,0,0,0,0,5,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CVN8E:1337:2217,158,,,,,,,,287,282,0,0,0,1491,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,4,0,1,0,0,0,0,0,1,0,0,0,0,94,0,0,0,93,0,0,12,52,0,1,2,3,83,51,182
AJL8W:1546:3133,159,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1585:880,160,,,,,,,,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,1,0,21,0,0,0,0,0,0,0,0,0,6,0,6,0,10,0,0,1,3,0,0,0,0,0,0,0,0,0,2,4,1,2,0,0,4,3,3
AJL8W:940:636,161,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,23,16,13,10,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:113:1198,162,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea virginica,NCBI/BOLD,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
CVN8E:1531:2395,163,Animalia,Tardigrada,Heterotardigrada,Echiniscoidea,,,SAP,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BN63R:55:559,164,Animalia,Annelida,Polychaeta,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
CVN8E:1550:1023,165,Animalia,Annelida,,,,,500?m/2mm,0,0,0,0,0,0,0,0,0,0,1,1,5,11,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:1933:1906,166,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,96,5,101,57,26,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:503:1850,167,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,12,16,11,19,25,71,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
CVN8E:1117:1622,168,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,20,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1515:255,169,Animalia,Arthropoda,Ostracoda,Podocopida,,,NCBI/BOLD,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,16,27,43,47,77,38,27,13,9,0,0,1,0,0,0,0,0,0,3,4,0,11,11,0,3,8,0
AJL8W:472:2964,170,Animalia,Mollusca,,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,2,4,3,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,2,3,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0
CVN8E:1753:616,171,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella errata,NCBI/BOLD,355,291,184,64,20,34,93,240,310,61,333,53,103,65,34,23,20,40,96,78,44,27,2,6,55,77,156,77,51,73,17,8,7,7,7,26,7900,3809,4328,2234,1042,997,3126,8038,4471,1710,1297,3349,2383,1625,3111,2190,3405,2414
AJL8W:1683:3320,172,Animalia,Arthropoda,Maxillopoda,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,237,364,119,153,190,7,38,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:567:221,173,,,,,,,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:1345:1049,174,Animalia,Mollusca,Mollusca,Polyplacophora,,,SAP,0,1,4,4,2,3,0,0,0,44,4,3,11,0,5,0,0,3,23,24,11,19,36,26,12,4,4,10,23,10,10,20,8,1,2,2,0,3,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
AJL8W:1800:3007,175,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:871:2629,176,Animalia,Arthropoda,Malacostraca,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
